Compound;;DB00471	DTI	Gene;;1128
Compound;;DB05294	DTI	Gene;;780
Compound;;DB00132	DTI	Gene;;5465
Compound;;DB01105	DTI	Gene;;152
Compound;;DB11986	DTI	Gene;;6098
Compound;;DB01580	DTI	Gene;;153
Compound;;DB06766	DTI	Gene;;3269
Compound;;DB00408	DTI	Gene;;1815
Compound;;DB01544	DTI	Gene;;2558
Compound;;DB00967	DTI	Gene;;3274
